"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.722856112E0,2.685943544E-1,-4.740779996E-1,6.755536556E0,6.777474975E0
7.725303351E0,2.446661144E-1,-4.935196638E-1,6.688537598E0,6.711181592E0
7.727749810E0,2.279163599E-1,-5.437689424E-1,6.650252342E0,6.676337824E0
7.730195487E0,2.039881349E-1,-6.011967063E-1,6.607181549E0,6.637612271E0
7.732641945E0,2.279163599E-1,-6.562315822E-1,6.595217228E0,6.631702349E0
7.735089289E0,2.159522474E-1,-6.729813814E-1,6.595217228E0,6.632980446E0
7.737535747E0,2.039881349E-1,-6.777670383E-1,6.607181549E0,6.644985127E0
7.739981424E0,1.896311939E-1,-7.160521746E-1,6.650252342E0,6.691378552E0
7.742427883E0,1.657029688E-1,-6.969096065E-1,6.705287457E0,6.743442767E0
7.744875226E0,1.369891018E-1,-6.658028960E-1,6.767500877E0,6.801553325E0
7.747321633E0,8.913264424E-2,-6.418746710E-1,6.796214581E0,6.827040380E0
7.749767310E0,6.281159073E-2,-6.107679605E-1,6.836892605E0,6.864406987E0
7.752213872E0,8.434699476E-2,-5.365904570E-1,6.908677101E0,6.929997332E0
7.754661164E0,9.631111473E-2,-4.764707983E-1,6.987640381E0,7.004528417E0
7.757107570E0,1.465603858E-1,-4.142574072E-1,7.102495670E0,7.116075737E0
7.759553247E0,1.513460279E-1,-3.233301640E-1,7.227221489E0,7.236033338E0
7.761999810E0,1.298106313E-1,-2.467598319E-1,7.248756886E0,7.254117286E0
7.764447049E0,1.561316848E-1,-1.151545867E-1,7.375576496E0,7.378127563E0
7.766893508E0,1.226321608E-1,-3.858426586E-2,7.404290676E0,7.405406661E0
7.769339185E0,1.034895778E-1,1.884347759E-2,7.480860710E0,7.481600239E0
7.771785643E0,5.084748194E-2,4.995017126E-2,7.516753197E0,7.517091133E0
7.774232987E0,-1.375873014E-2,2.602194622E-2,7.538288593E0,7.538346063E0
7.776679393E0,-1.022931710E-1,1.166501082E-2,7.586144924E0,7.586843532E0
7.779125122E0,-1.597209126E-1,-1.465603895E-2,7.578966618E0,7.580663596E0
7.781571580E0,-2.506481707E-1,-9.361918271E-2,7.626822948E0,7.631514748E0
7.784018924E0,-3.514458239E-1,-1.486541033E-1,7.617251873E0,7.626803938E0
7.786465330E0,-4.519443810E-1,-2.252244353E-1,7.634001732E0,7.650683774E0
7.788911008E0,-5.644070506E-1,-2.659024298E-1,7.638787270E0,7.664224055E0
7.791357570E0,-6.792625189E-1,-3.233301640E-1,7.622037411E0,7.659072676E0
7.793804862E0,-7.701897621E-1,-3.831507266E-1,7.641180038E0,7.689449208E0
7.796251268E0,-8.757730722E-1,-4.429712892E-1,7.650751114E0,7.713442464E0
7.798696945E0,-9.523434043E-1,-4.525425732E-1,7.665108204E0,7.737288706E0
7.801143403E0,-1.016949654E0,-4.764707983E-1,7.681858063E0,7.763514302E0
7.803590747E0,-1.105484009E0,-4.983053207E-1,7.662715435E0,7.758067474E0
7.806037205E0,-1.148554921E0,-5.222335458E-1,7.677072525E0,7.780060979E0
7.808482883E0,-1.205982566E0,-5.294120312E-1,7.746763229E0,7.857926672E0
7.810929341E0,-1.265803218E0,-4.863412082E-1,7.808976650E0,7.925837614E0
7.813376685E0,-1.318445325E0,-4.429712892E-1,7.866404533E0,7.988419238E0
7.815823091E0,-1.347159147E0,-4.094717801E-1,7.916653633E0,8.040889855E0
7.818268768E0,-1.383051515E0,-3.975076675E-1,8.017151833E0,8.145278838E0
7.820715330E0,-1.402194023E0,-3.616153300E-1,8.132007599E0,8.259931072E0
7.823162622E0,-1.397408366E0,-3.759722710E-1,8.299804688E0,8.425014133E0
7.825609028E0,-1.387837172E0,-3.783650696E-1,8.474480629E0,8.595700906E0
7.828054705E0,-1.363908887E0,-3.831507266E-1,8.665905952E0,8.780944021E0
7.830501268E0,-1.277767301E0,-3.711866140E-1,8.886344910E0,8.985410098E0
7.832948508E0,-1.191625714E0,-4.070789516E-1,9.132805824E0,9.219209692E0
7.835394966E0,-1.107876897E0,-4.429712892E-1,9.367302895E0,9.442985667E0
7.837840643E0,-1.021735311E0,-4.238287210E-1,9.611669540E0,9.675110603E0
7.840287101E0,-9.571290612E-1,-3.520440459E-1,9.858130455E0,9.910739988E0
7.842734445E0,-9.116654396E-1,-3.041875660E-1,1.011206818E1,1.015763687E1
7.845180851E0,-8.638089895E-1,-2.204387933E-1,1.032024384E1,1.035867714E1
7.847626580E0,-8.395816684E-1,-1.725823283E-1,1.052632618E1,1.056116589E1
7.850073039E0,-7.917252183E-1,-1.151545867E-1,1.071535873E1,1.074518507E1
7.852520383E0,-7.630113363E-1,-6.729813665E-2,1.090917778E1,1.093603562E1
7.854966789E0,-7.342974544E-1,-2.183450572E-2,1.100728321E1,1.103177017E1
7.857412466E0,-6.960122585E-1,-2.662015148E-2,1.115115166E1,1.117288347E1
7.859859028E0,-6.337988973E-1,-6.729813665E-2,1.128754234E1,1.130552264E1
7.862306320E0,-5.644070506E-1,-1.199402362E-1,1.142154026E1,1.143610611E1
7.864752726E0,-4.806582630E-1,-1.677966863E-1,1.154596710E1,1.155718583E1
7.867198403E0,-4.495515525E-1,-1.965105534E-1,1.165155029E1,1.166187537E1
7.869644862E0,-3.873381615E-1,-2.132603228E-1,1.173769283E1,1.174601821E1
7.872092205E0,-3.466601670E-1,-2.276172489E-1,1.183579826E1,1.184306140E1
7.874538664E0,-3.107678294E-1,-2.060818523E-1,1.190997601E1,1.191581197E1
7.876984341E0,-2.315055877E-1,-1.773679852E-1,1.201286697E1,1.201640658E1
7.879430799E0,-2.267199457E-1,-1.151545867E-1,1.213490105E1,1.213756507E1
7.881878143E0,-2.673979402E-1,-6.251249462E-2,1.221655560E1,1.221964157E1
7.884324549E0,-2.673979402E-1,-4.336991161E-2,1.229073334E1,1.229371826E1
7.886770226E0,-2.554338276E-1,-2.183450572E-2,1.243669605E1,1.243933808E1
7.889216789E0,-2.291127741E-1,-5.772684515E-2,1.256112289E1,1.256334483E1
7.891664080E0,-2.506481707E-1,-7.447660714E-2,1.265205002E1,1.265475171E1
7.894110487E0,-2.745763958E-1,-1.031904742E-1,1.271426296E1,1.271764613E1
7.896556164E0,-2.844468057E-1,-8.644071966E-2,1.279113293E1,1.279458728E1
7.899002726E0,-3.155534863E-1,-6.251249462E-2,1.285334587E1,1.285737072E1
7.901449966E0,-3.466601670E-1,-8.165507019E-2,1.291795254E1,1.292286108E1
7.903896424E0,-4.016951025E-1,-8.644071966E-2,1.292752361E1,1.293405187E1
7.906342101E0,-4.854438901E-1,-1.175474152E-1,1.290598774E1,1.291564914E1
7.908788560E0,-5.835496187E-1,-1.701895148E-1,1.290120220E1,1.291551443E1
7.911235903E0,-6.553342938E-1,-2.180459648E-1,1.284856033E1,1.286710961E1
7.913682310E0,-7.127620578E-1,-2.659024298E-1,1.277916813E1,1.280179175E1
7.916128039E0,-7.223333120E-1,-2.874378264E-1,1.271665573E1,1.274039713E1
7.918574497E0,-7.342974544E-1,-2.898306549E-1,1.267119217E1,1.269575935E1
7.921021841E0,-7.271189690E-1,-2.970091105E-1,1.262333584E1,1.264774779E1
7.923468247E0,-7.558328509E-1,-2.946162820E-1,1.255394363E1,1.258012650E1
7.925913924E0,-7.558328509E-1,-3.185445070E-1,1.246540928E1,1.249236496E1
7.928360487E0,-7.199404836E-1,-3.400799036E-1,1.237687492E1,1.240245949E1
7.930807726E0,-6.864410043E-1,-3.496512175E-1,1.229073334E1,1.231485214E1
7.933254185E0,-6.553342938E-1,-3.783650696E-1,1.218275738E1,1.220623613E1
7.935699862E0,-5.955137610E-1,-4.094717801E-1,1.204397392E1,1.206563764E1
7.938146424E0,-5.117649436E-1,-4.525425732E-1,1.192911816E1,1.194866345E1
7.940593664E0,-4.184448719E-1,-4.983053207E-1,1.180947685E1,1.182738973E1
7.943040122E0,-3.035893738E-1,-5.557330847E-1,1.173769283E1,1.175476239E1
7.945485799E0,-2.075773627E-1,-6.275177598E-1,1.163958645E1,1.165833777E1
7.947932258E0,-1.357926875E-1,-6.897311211E-1,1.153878880E1,1.156018233E1
7.950379601E0,-8.075776696E-2,-7.136593461E-1,1.146461105E1,1.148708571E1
7.952826008E0,-1.615155302E-2,-7.543373108E-1,1.139043427E1,1.141539655E1
7.955271737E0,3.649054468E-2,-7.519445419E-1,1.134018517E1,1.136514636E1
7.957718195E0,1.034895778E-1,-7.423732281E-1,1.131386375E1,1.133866576E1
7.960165539E0,1.417747438E-1,-7.088736892E-1,1.128275681E1,1.130589241E1
7.962611945E0,1.824527234E-1,-7.064808607E-1,1.126361465E1,1.128722372E1
7.965057622E0,2.350948304E-1,-6.993024349E-1,1.123729324E1,1.126148538E1
7.967504185E0,3.023929596E-1,-6.825526357E-1,1.118704414E1,1.121192563E1
7.969951424E0,3.119642437E-1,-6.777670383E-1,1.112004471E1,1.114504752E1
7.972397883E0,3.358924687E-1,-6.849454641E-1,1.111047363E1,1.113663317E1
7.974843560E0,3.454637825E-1,-6.681957245E-1,1.107697392E1,1.110248539E1
7.977290018E0,3.526422381E-1,-6.801598072E-1,1.107697392E1,1.110343753E1
7.979737362E0,3.143570721E-1,-6.777670383E-1,1.104078293E1,1.106603254E1
7.982183820E0,2.832503915E-1,-6.873382926E-1,1.100728321E1,1.103235915E1
7.984629497E0,2.518445849E-1,-7.112665176E-1,1.098574829E1,1.101162982E1
7.987075955E0,2.398804724E-1,-7.160521746E-1,1.093789101E1,1.096392872E1
7.989523299E0,2.135594189E-1,-7.208378315E-1,1.086849976E1,1.089447116E1
7.991969705E0,1.968096644E-1,-7.375875711E-1,1.080150032E1,1.082844304E1
7.994415383E0,1.752742529E-1,-7.447660565E-1,1.070818043E1,1.073547976E1
7.996861945E0,1.561316848E-1,-7.471588850E-1,1.060050297E1,1.062794838E1
7.999309185E0,1.441675574E-1,-7.543373108E-1,1.046142101E1,1.048957285E1
8.001755643E0,1.274178028E-1,-7.351947427E-1,1.037767220E1,1.040446187E1
8.004201320E0,7.716853172E-2,-7.375875711E-1,1.021974564E1,1.024661853E1
8.006647883E0,5.324030295E-2,-6.825526357E-1,1.007856941E1,1.010179558E1
8.009095122E0,2.691925503E-2,-6.370890141E-1,9.922736168E0,9.943203715E0
8.011541580E0,-1.794616925E-3,-6.059823632E-1,9.786345482E0,9.805089277E0
8.013987258E0,-4.007977992E-2,-5.724828243E-1,9.649954796E0,9.667004217E0
8.016433716E0,-6.879365444E-2,-5.126622319E-1,9.492028236E0,9.506111464E0
8.018881060E0,-4.965107143E-2,-4.597210586E-1,9.369695663E0,9.381098310E0
8.021327466E0,-2.572284266E-2,-3.903291821E-1,9.233304024E0,9.241586537E0
8.023773195E0,5.982056609E-4,-3.400799036E-1,9.128020287E0,9.134353237E0
8.026219653E0,2.213360928E-2,-2.563311160E-1,8.972486496E0,8.976174545E0
8.028666997E0,2.931207791E-2,-1.677966863E-1,8.857631683E0,8.859269381E0
8.031113403E0,6.520441920E-2,-4.576273263E-2,8.730512619E0,8.730876041E0
8.033559080E0,7.238288224E-2,4.755735025E-2,8.601300240E0,8.601736266E0
8.036005643E0,6.759724021E-2,1.244267747E-1,8.507980347E0,8.509158653E0
8.038452935E0,4.127619043E-2,1.746760458E-1,8.378767967E0,8.380690192E0
8.040899341E0,2.931207791E-2,2.129612118E-1,8.208578110E0,8.211392468E0
8.043345018E0,-1.794616925E-3,2.249253243E-1,8.079365730E0,8.082496225E0
8.045791476E0,5.982056609E-4,1.866401732E-1,7.959724426E0,7.961912324E0
8.048238820E0,-6.580262445E-3,1.555334777E-1,7.761120319E0,7.762681404E0
8.050685278E0,2.691925503E-2,1.363908947E-1,7.578966618E0,7.580241560E0
8.053130955E0,1.256231871E-2,8.614161611E-2,7.440182686E0,7.440691943E0
8.055577414E0,2.691925503E-2,3.080759197E-2,7.287042141E0,7.287156985E0
8.058024758E0,2.213360928E-2,-4.576273263E-2,7.131209850E0,7.131391032E0
8.060471164E0,-1.794616925E-3,-1.223330572E-1,6.968497753E0,6.969571689E0
8.062916841E0,-4.187439568E-3,-1.869392693E-1,6.781857491E0,6.784434748E0
8.065363403E0,-3.290131316E-2,-2.371885478E-1,6.638288021E0,6.642605570E0
8.067810695E0,-8.075776696E-2,-3.209373355E-1,6.530312061E0,6.538692393E0
8.070257101E0,-1.333998591E-1,-4.022932947E-1,6.405885220E0,6.419891032E0
8.072702778E0,-1.692921966E-1,-4.692923427E-1,6.322136402E0,6.341790271E0
8.075149341E0,-1.788634956E-1,-5.222335458E-1,6.257530212E0,6.281831292E0
8.077596580E0,-2.003988922E-1,-5.485545993E-1,6.197709560E0,6.225164709E0
8.080043039E0,-2.434697002E-1,-5.389832854E-1,6.192924023E0,6.221100259E0
8.082488716E0,-2.868396044E-1,-5.222335458E-1,6.145067692E0,6.173885468E0
8.084935174E0,-2.964109182E-1,-4.959124923E-1,6.161817551E0,6.188843524E0
8.087382518E0,-2.916252613E-1,-4.740779996E-1,6.137889385E0,6.163074018E0
8.089828924E0,-2.988037169E-1,-4.525425732E-1,6.154638767E0,6.178483374E0
8.092274653E0,-3.059822023E-1,-4.764707983E-1,6.101996899E0,6.128214722E0
8.094721112E0,-3.083750308E-1,-4.863412082E-1,6.106782436E0,6.133874359E0
8.097168455E0,-3.011965454E-1,-5.078766346E-1,6.066104412E0,6.094774875E0
8.099614862E0,-2.988037169E-1,-5.318048596E-1,6.073283195E0,6.103840499E0
8.102060539E0,-2.602194548E-1,-5.533402562E-1,6.066104412E0,6.096845278E0
8.104507101E0,-2.243271172E-1,-5.581258535E-1,6.056533337E0,6.086330847E0
8.106954393E0,-2.051845491E-1,-5.724828243E-1,6.023033619E0,6.053657676E0
8.109400799E0,-2.099701911E-1,-5.964110494E-1,6.032605171E0,6.065650730E0
8.111846476E0,-1.980060786E-1,-6.035895348E-1,6.023033619E0,6.056439607E0
8.114292935E0,-1.429711580E-1,-6.155536175E-1,6.010770321E0,6.043898316E0
8.116740278E0,-1.214357466E-1,-5.916253924E-1,5.984449387E0,6.014848436E0
8.119186737E0,-6.400800496E-2,-6.011967063E-1,5.974878311E0,6.005389691E0
8.121632414E0,-2.333002165E-2,-6.155536175E-1,5.943771362E0,5.975606124E0
8.124078872E0,1.495514158E-2,-6.155536175E-1,5.898307800E0,5.930359586E0
8.126526216E0,1.734796353E-2,-6.035895348E-1,5.843272686E0,5.874389922E0
8.128972622E0,5.324030295E-2,-6.370890141E-1,5.807380676E0,5.842464143E0
8.131418351E0,1.106680483E-1,-6.107679605E-1,5.754738331E0,5.788116980E0
8.133864810E0,1.322034448E-1,-5.389832854E-1,5.699703693E0,5.726657221E0
8.136312153E0,1.776670814E-1,-4.692923427E-1,5.639883041E0,5.662162274E0
8.138758560E0,2.135594189E-1,-3.329014480E-1,5.601597786E0,5.615543496E0
8.141204237E0,2.063809484E-1,-2.084746659E-1,5.553741455E0,5.561483519E0
8.143650799E0,2.279163599E-1,-7.447660714E-2,5.474778175E0,5.480026341E0
8.146098039E0,2.111666054E-1,6.879365072E-3,5.400301456E0,5.404432855E0
8.148544497E0,1.872383654E-1,1.004985496E-1,5.316552639E0,5.320797884E0
8.150990174E0,1.680957973E-1,1.244267747E-1,5.242375374E0,5.246545319E0
8.153436633E0,1.776670814E-1,1.459621787E-1,5.156233788E0,5.161358099E0
8.155883976E0,1.776670814E-1,1.459621787E-1,5.110770226E0,5.115940075E0
8.158330435E0,1.920240223E-1,1.196411327E-1,5.062913418E0,5.067966012E0
8.160776112E0,1.417747438E-1,1.148554832E-1,5.019842625E0,5.023157556E0
8.163222570E0,1.369891018E-1,1.004985496E-1,4.960022449E0,4.962931460E0
8.165669914E0,1.609173268E-1,1.028913707E-1,4.899902344E0,4.903623558E0
8.168116320E0,1.561316848E-1,3.080759197E-2,4.823332310E0,4.825956981E0
8.170561997E0,1.561316848E-1,4.486542661E-3,4.792225361E0,4.794770187E0
8.173008560E0,1.202393398E-1,-3.619144112E-2,4.741976261E0,4.743638496E0
8.175455851E0,1.226321608E-1,-1.031904742E-1,4.696512699E0,4.699246584E0
8.177902258E0,1.034895778E-1,-1.725823283E-1,4.758726120E0,4.762979009E0
8.180347935E0,1.178465188E-1,-2.204387933E-1,4.775475979E0,4.782013372E0
8.182794497E0,1.178465188E-1,-2.682952285E-1,4.770689964E0,4.779681252E0
8.185241737E0,1.298106313E-1,-3.233301640E-1,4.777868748E0,4.790555601E0
8.187688195E0,1.250249892E-1,-3.783650696E-1,4.852046013E0,4.868381855E0
8.190133872E0,9.391828626E-2,-4.357928336E-1,4.926522732E0,4.946651622E0
8.192580330E0,6.281159073E-2,-4.887340367E-1,5.005486012E0,5.029681547E0
8.195027674E0,3.170489892E-2,-5.461617708E-1,5.067699432E0,5.097143849E0
8.197474080E0,-1.794616925E-3,-6.035895348E-1,5.153841019E0,5.189065503E0
8.199919810E0,1.734796353E-2,-6.610172391E-1,5.223232746E0,5.264922133E0
8.202366268E0,-2.333002165E-2,-6.921239495E-1,5.321338654E0,5.366211412E0
8.204813612E0,-6.580262445E-3,-7.112665176E-1,5.419444084E0,5.465923302E0
8.207260018E0,1.016949583E-2,-7.567301393E-1,5.546562672E0,5.597955108E0
8.209705695E0,2.991028363E-3,-7.806583643E-1,5.613562107E0,5.667584667E0
8.212152258E0,7.776673418E-3,-8.380861282E-1,5.706882000E0,5.768097693E0
8.214599549E0,-8.973085321E-3,-8.715856671E-1,5.764309883E0,5.829837950E0
8.217045955E0,-2.333002165E-2,-8.883354068E-1,5.833701611E0,5.900996405E0
8.219491633E0,-6.400800496E-2,-9.122636318E-1,5.862415314E0,5.933315706E0
8.221938091E0,-1.118644550E-1,-8.715856671E-1,5.903093338E0,5.968139257E0
8.224385435E0,-1.692921966E-1,-8.572286963E-1,5.895915031E0,5.960311648E0
8.226831893E0,-2.315055877E-1,-8.285148144E-1,5.900700569E0,5.963077967E0
8.229277570E0,-2.650051117E-1,-7.950153351E-1,5.891129494E0,5.950435598E0
8.231724028E0,-3.083750308E-1,-7.591229677E-1,5.905486107E0,5.962057447E0
8.234171372E0,-3.681955934E-1,-7.184450030E-1,5.893522263E0,5.948557462E0
8.236617778E0,-3.705884218E-1,-6.370890141E-1,5.910272121E0,5.956050263E0
8.239063508E0,-3.227319419E-1,-5.581258535E-1,5.919843197E0,5.954847089E0
8.241509966E0,-2.916252613E-1,-4.839483798E-1,5.991627693E0,6.018210178E0
8.243957310E0,-2.578266263E-1,-4.214358926E-1,6.097211361E0,6.117194550E0
8.246403716E0,-2.673979402E-1,-3.161516786E-1,6.171388626E0,6.185264030E0
8.248849393E0,-2.291127741E-1,-2.276172489E-1,6.276672840E0,6.284976071E0
8.251295955E0,-2.410768867E-1,-9.840483218E-2,6.374778748E0,6.380094486E0
8.253743195E0,-2.291127741E-1,-2.691925503E-3,6.492026806E0,6.496068962E0
8.256189653E0,-2.267199457E-1,1.076770201E-1,6.604788780E0,6.609556045E0
8.258635330E0,-1.956132501E-1,1.627119333E-1,6.700501442E0,6.705330662E0
8.261081893E0,-1.525424421E-1,2.081755698E-1,6.777071953E0,6.781984261E0
8.263529133E0,-1.142572835E-1,2.177468538E-1,6.875177860E0,6.879574044E0
8.265975591E0,-8.554340899E-2,1.770688742E-1,6.961319447E0,6.964096460E0
8.268421268E0,-2.811566554E-2,1.363908947E-1,7.033103943E0,7.034482500E0
8.270867726E0,5.383851007E-3,6.430710852E-2,7.138388157E0,7.138679841E0
8.273315070E0,2.691925503E-2,-2.691925503E-3,7.186543941E0,7.186594862E0
8.275761476E0,5.563312769E-2,-1.247258782E-1,7.270292282E0,7.271574895E0
8.278207153E0,5.802594870E-2,-2.443670183E-1,7.308577538E0,7.312891895E0
8.280653716E0,8.673982322E-2,-3.400799036E-1,7.358827114E0,7.367191774E0
8.283101008E0,1.010967568E-1,-4.716851711E-1,7.387540817E0,7.403274058E0
8.285547414E0,9.391828626E-2,-5.461617708E-1,7.466504097E0,7.487041923E0
8.287993091E0,6.281159073E-2,-6.179464459E-1,7.528717518E0,7.554296166E0
8.290439653E0,1.016949583E-2,-6.442674994E-1,7.614859104E0,7.642071918E0
8.292886893E0,-3.290131316E-2,-6.370890141E-1,7.689036369E0,7.715454957E0
8.295333351E0,-8.315058798E-2,-6.227321029E-1,7.792226791E0,7.817512882E0
8.297779028E0,-1.357926875E-1,-6.227321029E-1,7.878368378E0,7.904107997E0
8.300225487E0,-1.860419661E-1,-6.586244106E-1,8.014759064E0,8.043926938E0
8.302672830E0,-2.362912297E-1,-7.184450030E-1,8.069794655E0,8.105157774E0
8.305119237E0,-2.844468057E-1,-7.710871100E-1,8.148757935E0,8.190100194E0
8.307564966E0,-3.107678294E-1,-8.093722463E-1,8.227720261E0,8.273272676E0
8.310011424E0,-3.394817114E-1,-8.476574421E-1,8.314161301E0,8.364152623E0
8.312458768E0,-3.490529954E-1,-8.763712645E-1,8.395517349E0,8.448347540E0
8.314905174E0,-3.777668774E-1,-8.500502706E-1,8.455337524E0,8.506352093E0
8.317350851E0,-4.088735580E-1,-8.333004713E-1,8.541479111E0,8.591765398E0
8.319797414E0,-4.112663865E-1,-8.165507317E-1,8.598907471E0,8.647375603E0
8.322244705E0,-4.040879309E-1,-7.734799385E-1,8.704191208E0,8.747828465E0
8.324691112E0,-4.016951025E-1,-7.280163169E-1,8.819046974E0,8.858157610E0
8.327136789E0,-3.825525343E-1,-6.586244106E-1,8.927022934E0,8.959457072E0
8.329583351E0,-3.586242795E-1,-6.323033571E-1,9.044271469E0,9.073437348E0
8.332030591E0,-3.658027649E-1,-5.868397355E-1,9.161520004E0,9.187580820E0
8.334477049E0,-3.634099364E-1,-5.389832854E-1,9.276374817E0,9.299123588E0
8.336922726E0,-3.801597059E-1,-4.812564552E-1,9.374481201E0,9.394521114E0
8.339369185E0,-3.681955934E-1,-4.310071766E-1,9.487242699E0,9.504162730E0
8.341816528E0,-3.538386524E-1,-3.855435550E-1,9.573384285E0,9.587676063E0
8.344262935E0,-3.849453330E-1,-3.592225015E-1,9.669096947E0,9.683421889E0
8.346708664E0,-3.705884218E-1,-3.137588799E-1,9.745667458E0,9.757756638E0
8.349155122E0,-3.945166469E-1,-2.515454888E-1,9.807881355E0,9.819035350E0
8.351602466E0,-4.328017831E-1,-2.467598319E-1,9.817452431E0,9.830085454E0
8.354048872E0,-4.591228366E-1,-2.467598319E-1,9.850952148E0,9.864732253E0
8.356494549E0,-4.734797776E-1,-2.395813614E-1,9.884450912E0,9.898684366E0
8.358941112E0,-4.782654345E-1,-2.706880569E-1,9.877272606E0,9.892548912E0
8.361388351E0,-4.710869491E-1,-3.209373355E-1,9.860523224E0,9.876985468E0
8.363834810E0,-4.854438901E-1,-3.664009571E-1,9.846165657E0,9.864932011E0
8.366280487E0,-4.878367186E-1,-4.334000051E-1,9.831809044E0,9.853440481E0
8.368727049E0,-5.021936297E-1,-4.887340367E-1,9.795916557E0,9.820949068E0
8.371174289E0,-5.285146832E-1,-5.389832854E-1,9.740881920E0,9.770087580E0
8.373620747E0,-5.596213937E-1,-5.916253924E-1,9.700203896E0,9.734328550E0
8.376066424E0,-6.122635007E-1,-6.466603279E-1,9.678668022E0,9.719549931E0
8.378512883E0,-6.314060688E-1,-7.136593461E-1,9.659525871E0,9.706411456E0
8.380960226E0,-6.816553473E-1,-7.854440212E-1,9.623633385E0,9.679664036E0
8.383406633E0,-7.414759398E-1,-7.998009920E-1,9.611669540E0,9.673347898E0
8.385852362E0,-7.438687682E-1,-8.428717852E-1,9.604491234E0,9.670058193E0
8.388298820E0,-7.414759398E-1,-8.524430394E-1,9.623633385E0,9.689724724E0
8.390746164E0,-7.510471940E-1,-8.476574421E-1,9.666704178E0,9.732818949E0
8.393192570E0,-7.941179872E-1,-8.811569214E-1,9.724132538E0,9.796214295E0
8.395638247E0,-8.036893010E-1,-9.146564603E-1,9.771988869E0,9.847551949E0
8.398084810E0,-8.204390407E-1,-9.433703423E-1,9.829416275E0,9.908606972E0
8.400532049E0,-8.518448472E-1,-9.457631707E-1,9.908379555E0,9.989799448E0
8.402978508E0,-8.542376757E-1,-9.529415965E-1,9.963713646E0,1.004556665E1
8.405424185E0,-8.662018180E-1,-9.649057388E-1,1.007617569E1,1.015926499E1
8.407870643E0,-8.949156404E-1,-9.361918569E-1,1.016710377E1,1.024925989E1
8.410317987E0,-9.212366939E-1,-8.835497499E-1,1.028195858E1,1.036088845E1
8.412764445E0,-9.475577474E-1,-8.165507317E-1,1.037049294E1,1.044565673E1
8.415210122E0,-9.499505758E-1,-7.256234884E-1,1.050449181E1,1.057228848E1
8.417656580E0,-9.571290612E-1,-6.777670383E-1,1.059811020E1,1.066280470E1
8.420103924E0,-9.116654396E-1,-6.059823632E-1,1.072253704E1,1.077827208E1
8.422550330E0,-8.757730722E-1,-5.700899959E-1,1.082542896E1,1.087574794E1
8.424996060E0,-8.228318691E-1,-4.887340367E-1,1.090917778E1,1.095107634E1
8.427442518E0,-7.247261405E-1,-4.022932947E-1,1.102642632E1,1.105753793E1
8.429889862E0,-6.696912646E-1,-2.994019389E-1,1.115115166E1,1.117525441E1
8.432336268E0,-6.074778438E-1,-2.228316069E-1,1.124447155E1,1.126307346E1
8.434781945E0,-6.026921868E-1,-1.534397453E-1,1.133539867E1,1.135244664E1
8.437228508E0,-6.146563292E-1,-7.208377868E-2,1.141914749E1,1.143590521E1
8.439675747E0,-6.337988973E-1,-1.465603895E-2,1.148136139E1,1.149885104E1
8.442122205E0,-6.672984362E-1,1.405783277E-2,1.154118156E1,1.156046525E1
8.444567883E0,-6.888338327E-1,3.559323773E-2,1.161775208E1,1.163820958E1
8.447014341E0,-7.342974544E-1,7.387840003E-2,1.163958645E1,1.166295946E1
8.449461685E0,-7.654041648E-1,1.196411327E-1,1.157228851E1,1.159819033E1
8.451908143E0,-7.893323898E-1,1.268195957E-1,1.153161049E1,1.155928931E1
8.454353820E0,-8.300103545E-1,1.387837082E-1,1.151246834E1,1.154318437E1
8.456800278E0,-8.829515576E-1,1.196411327E-1,1.144068336E1,1.147532803E1
8.459247622E0,-9.571290612E-1,7.627122104E-2,1.136411285E1,1.140460321E1
8.461694028E0,-1.004985452E0,2.093719784E-3,1.127557850E1,1.132027697E1
8.464139758E0,-1.055234790E0,-9.361918271E-2,1.124207878E1,1.129188294E1
8.466586216E0,-1.160519004E0,-1.797607988E-1,1.120140076E1,1.126279260E1
8.469033560E0,-1.237089276E0,-3.089732230E-1,1.114875889E1,1.122143837E1
8.471479966E0,-1.339980721E0,-4.070789516E-1,1.111525917E1,1.120313563E1
8.473925643E0,-1.412064433E0,-4.983053207E-1,1.101924706E1,1.112052336E1
8.476372205E0,-1.486241937E0,-5.341976285E-1,1.100967598E1,1.112237598E1
8.478819445E0,-1.531705618E0,-5.581258535E-1,1.097139072E1,1.109184570E1
8.481265903E0,-1.543669701E0,-5.916253924E-1,1.096181965E1,1.108577588E1
8.483711580E0,-1.586740494E0,-6.011967063E-1,1.093549824E1,1.106635914E1
8.486158039E0,-1.562812328E0,-6.227321029E-1,1.093549824E1,1.106414476E1
8.488605383E0,-1.519741535E0,-6.394818425E-1,1.092831993E1,1.105200108E1
8.491051841E0,-1.457528114E0,-6.777670383E-1,1.093549824E1,1.105300312E1
8.493497518E0,-1.387837172E0,-7.208378315E-1,1.093071270E1,1.104201881E1
8.495943976E0,-1.318445325E0,-7.160521746E-1,1.089242744E1,1.099527191E1
8.498391320E0,-1.253839016E0,-7.256234884E-1,1.090439224E1,1.100020054E1
8.500837726E0,-1.186840057E0,-7.016952634E-1,1.090917778E1,1.099595950E1
8.503283403E0,-1.107876897E0,-6.634100676E-1,1.095224857E1,1.102811194E1
