"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.376682518E0,-1.342373490E0,-2.587239444E-1,8.936594009E0,9.040554029E0
5.379128976E0,-1.383051515E0,-2.898306549E-1,8.915059090E0,9.026356512E0
5.381574653E0,-1.387837172E0,-3.209373355E-1,8.879166603E0,8.992702172E0
5.384021112E0,-1.373480201E0,-3.496512175E-1,8.855237961E0,8.967939740E0
5.386468455E0,-1.363908887E0,-4.142574072E-1,8.845666885E0,8.959781208E0
5.388914862E0,-1.323230863E0,-5.102694035E-1,8.843274117E0,8.956272209E0
5.391360591E0,-1.287338614E0,-5.772684813E-1,8.836095810E0,8.948020383E0
5.393807049E0,-1.234696507E0,-6.705885530E-1,8.886344910E0,8.996737760E0
5.396254393E0,-1.129412293E0,-7.495517135E-1,8.919844627E0,9.022251830E0
5.398700799E0,-1.040877819E0,-8.428717852E-1,9.015557289E0,9.114501232E0
5.401146476E0,-9.403793216E-1,-8.500502706E-1,9.113663673E0,9.201400126E0
5.403593039E0,-8.324031830E-1,-8.572286963E-1,9.235696793E0,9.312670473E0
5.406040278E0,-7.821539044E-1,-8.691928387E-1,9.336195946E0,9.409134692E0
5.408486737E0,-6.912266612E-1,-8.500502706E-1,9.420243263E0,9.483742030E0
5.410932414E0,-6.146563292E-1,-8.572286963E-1,9.503992081E0,9.562348504E0
5.413378872E0,-5.237290859E-1,-8.787640929E-1,9.606884003E0,9.661197582E0
5.415826216E0,-4.686941206E-1,-8.835497499E-1,9.673882484E0,9.725447890E0
5.418272622E0,-4.519443810E-1,-8.787640929E-1,9.791131020E0,9.840870221E0
5.420718299E0,-4.399802685E-1,-8.859425783E-1,9.896415710E0,9.945728772E0
5.423164862E0,-4.184448719E-1,-9.098708034E-1,9.961320877E0,1.001153708E1
5.425612101E0,-3.969094455E-1,-9.170492887E-1,1.002592659E1,1.007560025E1
5.428058560E0,-3.514458239E-1,-9.218349457E-1,1.006181908E1,1.011006909E1
5.430504237E0,-3.418745399E-1,-9.002995491E-1,1.011446095E1,1.016020362E1
5.432950695E0,-3.538386524E-1,-9.026923180E-1,1.016471100E1,1.021084741E1
5.435398039E0,-3.562314808E-1,-8.787640929E-1,1.017667484E1,1.022075526E1
5.437844497E0,-3.681955934E-1,-8.715856671E-1,1.024845982E1,1.029204344E1
5.440290174E0,-4.256233275E-1,-8.548358679E-1,1.027478027E1,1.031906048E1
5.442736633E0,-4.208376706E-1,-8.524430394E-1,1.034656525E1,1.039014802E1
5.445183976E0,-4.639084935E-1,-8.404789567E-1,1.039920712E1,1.044342495E1
5.447630383E0,-5.237290859E-1,-8.117650747E-1,1.046381378E1,1.050831354E1
5.450076060E0,-5.404788256E-1,-7.615157962E-1,1.052871895E1,1.057004950E1
5.452522622E0,-5.620142221E-1,-7.567301393E-1,1.055503941E1,1.059704475E1
5.454969862E0,-6.074778438E-1,-7.088736892E-1,1.060050297E1,1.064153158E1
5.457416320E0,-6.290132403E-1,-7.160521746E-1,1.061964607E1,1.066232953E1
5.459861997E0,-6.266204119E-1,-7.160521746E-1,1.062921715E1,1.067172156E1
5.462308455E0,-6.936194897E-1,-7.064808607E-1,1.058375359E1,1.062996064E1
5.464755799E0,-7.103692293E-1,-6.610172391E-1,1.055503941E1,1.059954834E1
5.467202205E0,-7.319046259E-1,-6.514459848E-1,1.055743217E1,1.060280342E1
5.469647883E0,-6.984050870E-1,-6.490531564E-1,1.054786110E1,1.059086462E1
5.472094445E0,-7.079764009E-1,-6.251249313E-1,1.055264664E1,1.059482717E1
5.474541737E0,-7.151548862E-1,-6.586244106E-1,1.055264664E1,1.059733852E1
5.476988143E0,-7.175477147E-1,-6.753742099E-1,1.057896805E1,1.062476212E1
5.479433820E0,-7.247261405E-1,-6.538388133E-1,1.059093189E1,1.063581551E1
5.481880278E0,-6.936194897E-1,-5.988038778E-1,1.059093189E1,1.063049916E1
5.484327622E0,-6.314060688E-1,-5.030909777E-1,1.064118099E1,1.067176213E1
5.486774080E0,-5.787639618E-1,-3.855435550E-1,1.069382381E1,1.071641168E1
5.489219758E0,-5.644070506E-1,-2.994019389E-1,1.067468071E1,1.069378348E1
5.491666216E0,-5.500500798E-1,-2.611167729E-1,1.066989517E1,1.068725409E1
5.494113560E0,-5.691927075E-1,-2.132603228E-1,1.063639545E1,1.065374904E1
5.496559966E0,-5.835496187E-1,-1.701895148E-1,1.059093189E1,1.060836147E1
5.499005643E0,-6.026921868E-1,-1.031904742E-1,1.057418251E1,1.059184695E1
5.501452205E0,-5.979065299E-1,-7.447660714E-2,1.055264664E1,1.056983396E1
5.503899445E0,-5.859424472E-1,-1.103689447E-1,1.053589725E1,1.055275513E1
5.506345903E0,-6.050850153E-1,-1.965105534E-1,1.053350449E1,1.055269923E1
5.508791580E0,-6.194419861E-1,-2.467598319E-1,1.053350449E1,1.055458742E1
5.511238039E0,-6.170491576E-1,-3.376871049E-1,1.050449181E1,1.052801645E1
5.513685383E0,-6.218347549E-1,-4.238287210E-1,1.048295593E1,1.050993218E1
5.516131841E0,-7.247261405E-1,-5.270192027E-1,1.043270683E1,1.047111976E1
5.518577518E0,-7.989036441E-1,-6.179464459E-1,1.047338486E1,1.052197202E1
5.521023976E0,-8.949156404E-1,-7.423732281E-1,1.047577763E1,1.054010953E1
5.523471320E0,-1.014556766E0,-7.998009920E-1,1.050688457E1,1.058601108E1
5.525917726E0,-1.112662554E0,-8.835497499E-1,1.054786110E1,1.064312228E1
5.528363403E0,-1.229910851E0,-9.290133715E-1,1.059093189E1,1.070250367E1
5.530809966E0,-1.328016520E0,-9.266205430E-1,1.061486053E1,1.073766817E1
5.533257205E0,-1.440778375E0,-9.385846853E-1,1.060768223E1,1.074614842E1
5.535703664E0,-1.500598907E0,-9.625129104E-1,1.060289669E1,1.075172760E1
5.538149341E0,-1.560419440E0,-9.625129104E-1,1.058853912E1,1.074609235E1
5.540595799E0,-1.510170221E0,-9.672985673E-1,1.060768223E1,1.075821560E1
5.543043143E0,-1.488634825E0,-9.888339639E-1,1.056700420E1,1.071706136E1
5.545489549E0,-1.486241937E0,-9.505487680E-1,1.054068279E1,1.068730330E1
5.547935278E0,-1.464706540E0,-9.146564603E-1,1.050927734E1,1.065020526E1
5.550381737E0,-1.447956800E0,-8.620143533E-1,1.042792130E1,1.056319981E1
5.552829080E0,-1.414457321E0,-8.141579032E-1,1.042074299E1,1.054776882E1
5.555275487E0,-1.344766378E0,-7.686942816E-1,1.041356373E1,1.052813360E1
5.557721164E0,-1.299302697E0,-6.993024349E-1,1.042552853E1,1.052942812E1
5.560167726E0,-1.284945726E0,-6.418746710E-1,1.046620655E1,1.056430633E1
5.562614966E0,-1.275374413E0,-5.844469070E-1,1.044227791E1,1.053609634E1
5.565061424E0,-1.287338614E0,-5.557330847E-1,1.045424175E1,1.054785526E1
5.567507101E0,-1.320838094E0,-5.030909777E-1,1.049013424E1,1.058492466E1
5.569953560E0,-1.301695466E0,-4.286143482E-1,1.056700420E1,1.065550089E1
5.572400903E0,-1.253839016E0,-2.922234535E-1,1.063639545E1,1.071402889E1
5.574847310E0,-1.115055323E0,-1.462612897E-1,1.076800060E1,1.082656814E1
5.577292987E0,-1.026520967E0,6.191428751E-2,1.084696388E1,1.089560481E1
5.579739549E0,-9.116654396E-1,2.368894368E-1,1.085174942E1,1.089255323E1
5.582186789E0,-8.877372146E-1,4.139583111E-1,1.085414219E1,1.089824947E1
5.584633247E0,-8.781659007E-1,5.623133183E-1,1.084696388E1,1.089697192E1
5.587078924E0,-8.590233326E-1,6.798607111E-1,1.087089252E1,1.092595241E1
5.589525487E0,-8.228318691E-1,7.444669604E-1,1.084457111E1,1.090119287E1
5.591972726E0,-8.470591903E-1,7.396813035E-1,1.082542896E1,1.088368274E1
5.594419133E0,-8.829515576E-1,6.894320250E-1,1.075842953E1,1.081659493E1
5.596864862E0,-8.997012973E-1,6.101697683E-1,1.070100212E1,1.075607809E1
5.599311320E0,-9.092726111E-1,5.718846321E-1,1.070339489E1,1.075715998E1
5.601758664E0,-9.523434043E-1,4.450650215E-1,1.071535873E1,1.076679867E1
5.604205070E0,-1.007378340E0,3.613162339E-1,1.073210907E1,1.078533846E1
5.606650747E0,-1.060020447E0,2.895315289E-1,1.075125122E1,1.080726028E1
5.609097310E0,-1.158126116E0,2.632105052E-1,1.075125122E1,1.081665099E1
5.611544549E0,-1.227517962E0,2.368894368E-1,1.075364399E1,1.082606928E1
5.613991008E0,-1.289731383E0,1.555334777E-1,1.081346416E1,1.089121687E1
5.616436685E0,-1.426421404E0,6.669992954E-2,1.087089252E1,1.096427978E1
5.618883143E0,-1.541276932E0,-3.140579537E-2,1.092353439E1,1.103177794E1
5.621330487E0,-1.625025630E0,-1.199402362E-1,1.100249767E1,1.112250192E1
5.623776893E0,-1.708774447E0,-2.012962103E-1,1.110329533E1,1.123581761E1
5.626222622E0,-1.727917075E0,-2.970091105E-1,1.121097183E1,1.134723760E1
5.628669080E0,-1.747059584E0,-4.262215197E-1,1.134257793E1,1.148424818E1
5.631116424E0,-1.794916034E0,-5.533402562E-1,1.138564873E1,1.153953664E1
5.633562830E0,-1.785344839E0,-6.514459848E-1,1.140000534E1,1.155733360E1
5.636008508E0,-1.790130496E0,-7.351947427E-1,1.146221828E1,1.162443661E1
5.638455070E0,-1.720738530E0,-8.069794178E-1,1.150768185E1,1.166357142E1
5.640902310E0,-1.646561027E0,-9.170492887E-1,1.159860992E1,1.175074018E1
5.643348768E0,-1.536491275E0,-1.024726272E0,1.166351509E1,1.180882948E1
5.645794445E0,-1.433599830E0,-1.132702470E0,1.173290634E1,1.187431323E1
5.648240903E0,-1.356730461E0,-1.257129192E0,1.179751301E1,1.194162487E1
5.650688247E0,-1.263410330E0,-1.314556956E0,1.180947685E1,1.194939367E1
5.653134653E0,-1.170090318E0,-1.340878010E0,1.184058380E1,1.197357465E1
5.655580330E0,-1.055234790E0,-1.328913927E0,1.188604736E1,1.200656715E1
5.658026893E0,-9.643075466E-1,-1.295414329E0,1.191954708E1,1.202844919E1
5.660474185E0,-8.638089895E-1,-1.226022482E0,1.188604736E1,1.198029294E1
5.662920591E0,-7.390831113E-1,-1.149452209E0,1.180708408E1,1.188590421E1
5.665366268E0,-6.290132403E-1,-1.092024446E0,1.171376419E1,1.178136013E1
5.667812830E0,-4.854438901E-1,-9.936196208E-1,1.158425236E1,1.163691705E1
5.670260070E0,-3.251247704E-1,-9.337990284E-1,1.145503998E1,1.149763574E1
5.672706528E0,-2.027917206E-1,-8.237292171E-1,1.131864929E1,1.135039542E1
5.675152205E0,-5.922235921E-2,-7.208378315E-1,1.118225861E1,1.120562457E1
5.677598664E0,8.195417374E-2,-5.916253924E-1,1.111047363E1,1.112651614E1
5.680046008E0,1.513460279E-1,-4.549354017E-1,1.105513954E1,1.106553126E1
5.682492414E0,2.159522474E-1,-3.376871049E-1,1.102163982E1,1.102892617E1
5.684938091E0,2.518445849E-1,-2.635096014E-1,1.102403259E1,1.103005701E1
5.687384653E0,2.614158690E-1,-1.701895148E-1,1.103121185E1,1.103562131E1
5.689831893E0,2.135594189E-1,-6.490531564E-2,1.105992508E1,1.106217714E1
5.692278351E0,1.824527234E-1,2.123630047E-2,1.112243748E1,1.112395413E1
5.694724028E0,1.106680483E-1,1.004985496E-1,1.117986584E1,1.118086524E1
5.697170487E0,5.084748194E-2,1.483550072E-1,1.123250771E1,1.123360245E1
5.699617830E0,-3.529413417E-2,1.411765367E-1,1.128275681E1,1.128369521E1
5.702064237E0,-1.597209126E-1,1.220339537E-1,1.137129116E1,1.137306756E1
5.704509966E0,-2.916252613E-1,1.028913707E-1,1.144307613E1,1.144725396E1
5.706956424E0,-3.993022740E-1,5.952146277E-2,1.150289631E1,1.150997865E1
5.709403768E0,-5.667998791E-1,4.486542661E-3,1.157946682E1,1.159333145E1
5.711850174E0,-7.773682475E-1,-7.686942816E-2,1.166590786E1,1.169203218E1
5.714295851E0,-9.164510965E-1,-1.438684613E-1,1.168026447E1,1.171704566E1
5.716742414E0,-1.071984529E0,-2.467598319E-1,1.169222832E1,1.174385985E1
5.719189653E0,-1.205982566E0,-3.065803945E-1,1.169701481E1,1.176301581E1
5.721636112E0,-1.320838094E0,-4.142574072E-1,1.173290634E1,1.181428431E1
5.724081789E0,-1.385444283E0,-5.102694035E-1,1.179990578E1,1.189191352E1
5.726528247E0,-1.378265858E0,-5.868397355E-1,1.182383442E1,1.191834964E1
5.728975591E0,-1.419242978E0,-6.777670383E-1,1.181186962E1,1.191611861E1
5.731421997E0,-1.421635747E0,-6.945167780E-1,1.177597713E1,1.188179444E1
5.733867674E0,-1.368694544E0,-7.040880919E-1,1.170419312E1,1.180496511E1
5.736314237E0,-1.287338614E0,-7.663014531E-1,1.164197922E1,1.173797848E1
5.738761528E0,-1.239482164E0,-7.998009920E-1,1.163480091E1,1.172794057E1
5.741207935E0,-1.179661512E0,-8.715856671E-1,1.164437199E1,1.173638197E1
5.743653612E0,-1.136590719E0,-8.955138922E-1,1.166351509E1,1.175293018E1
5.746100174E0,-1.040877819E0,-9.672985673E-1,1.165155029E1,1.173787534E1
5.748547414E0,-9.834501147E-1,-9.984052777E-1,1.162253761E1,1.170672319E1
5.750993872E0,-9.284151793E-1,-9.984052777E-1,1.156989574E1,1.164994658E1
5.753439549E0,-8.371888399E-1,-9.337990284E-1,1.153400326E1,1.160198677E1
5.755886008E0,-7.534400225E-1,-8.811569214E-1,1.151486111E1,1.157307806E1
5.758333351E0,-6.385845542E-1,-7.998009920E-1,1.147896862E1,1.152450400E1
5.760779758E0,-5.309075117E-1,-7.016952634E-1,1.140239811E1,1.143629843E1
5.763225435E0,-4.471587241E-1,-6.107679605E-1,1.136172009E1,1.138690791E1
5.765671997E0,-3.921238184E-1,-4.983053207E-1,1.133061314E1,1.134834188E1
5.768119289E0,-3.203391433E-1,-4.286143482E-1,1.135693455E1,1.136953340E1
5.770565695E0,-2.578266263E-1,-3.903291821E-1,1.135214901E1,1.136178325E1
5.773011372E0,-2.338984162E-1,-3.711866140E-1,1.138564873E1,1.139409869E1
5.775457935E0,-2.338984162E-1,-3.448655605E-1,1.139521980E1,1.140283627E1
5.777905174E0,-2.075773627E-1,-3.113660514E-1,1.134497070E1,1.135114080E1
5.780351633E0,-1.884347796E-1,-2.898306549E-1,1.128275681E1,1.128805167E1
5.782797310E0,-2.027917206E-1,-3.281157911E-1,1.123968601E1,1.124630278E1
5.785243768E0,-2.626122832E-1,-3.664009571E-1,1.120140076E1,1.121046804E1
5.787691112E0,-3.825525343E-1,-4.238287210E-1,1.116550827E1,1.118009625E1
5.790137518E0,-5.117649436E-1,-5.485545993E-1,1.113679504E1,1.116203473E1
5.792583195E0,-6.457630396E-1,-6.227321029E-1,1.110808086E1,1.114424810E1
5.795029758E0,-8.276175261E-1,-6.681957245E-1,1.115115166E1,1.120176859E1
5.797476997E0,-1.007378340E0,-6.993024349E-1,1.120140076E1,1.126832791E1
5.799923455E0,-1.124626637E0,-6.490531564E-1,1.126840019E1,1.134296689E1
5.802369133E0,-1.237089276E0,-5.748756528E-1,1.131386375E1,1.139580559E1
5.804815591E0,-1.311266780E0,-5.270192027E-1,1.133300591E1,1.142077899E1
5.807262935E0,-1.368694544E0,-4.959124923E-1,1.136172009E1,1.145460332E1
5.809709341E0,-1.380658627E0,-5.078766346E-1,1.137607670E1,1.147080110E1
5.812155070E0,-1.407278776E0,-5.246263742E-1,1.137368393E1,1.147241703E1
5.814601528E0,-1.390229940E0,-5.820540786E-1,1.139282703E1,1.149208571E1
5.817048872E0,-1.368694544E0,-6.251249313E-1,1.145503998E1,1.155344307E1
5.819495278E0,-1.354337573E0,-6.418746710E-1,1.155553913E1,1.165232672E1
5.821940955E0,-1.359123230E0,-6.562315822E-1,1.161535931E1,1.171300250E1
5.824387518E0,-1.387837172E0,-6.323033571E-1,1.171137142E1,1.181025487E1
5.826834758E0,-1.399801254E0,-5.796613097E-1,1.177119160E1,1.186829400E1
5.829281216E0,-1.438385487E0,-5.605186820E-1,1.185494041E1,1.195503016E1
5.831726893E0,-1.447956800E0,-5.078766346E-1,1.196022511E1,1.205825452E1
5.834173351E0,-1.387837172E0,-4.959124923E-1,1.206311607E1,1.215280999E1
5.836620695E0,-1.354337573E0,-4.764707983E-1,1.219741344E1,1.228161836E1
5.839067101E0,-1.263410330E0,-4.453641176E-1,1.233619690E1,1.240871906E1
5.841512830E0,-1.146162033E0,-4.190430641E-1,1.245583820E1,1.251547801E1
5.843959289E0,-1.060020447E0,-3.783650696E-1,1.257787228E1,1.262813028E1
5.846406633E0,-9.355936646E-1,-3.568296731E-1,1.269272804E1,1.273216431E1
5.848853039E0,-8.347960114E-1,-3.568296731E-1,1.281266785E1,1.284479152E1
5.851298716E0,-7.390831113E-1,-3.687937856E-1,1.293948746E1,1.296582386E1
5.853745278E0,-6.409773827E-1,-3.783650696E-1,1.308545017E1,1.310660209E1
5.856192518E0,-5.907281041E-1,-4.046861231E-1,1.319791222E1,1.321732263E1
5.858638976E0,-5.380859971E-1,-4.022932947E-1,1.330080414E1,1.331776134E1
5.861084653E0,-5.261218548E-1,-4.381856322E-1,1.341117287E1,1.342863986E1
5.863531112E0,-5.237290859E-1,-4.453641176E-1,1.345424366E1,1.347179698E1
5.865978455E0,-5.404788256E-1,-4.501497746E-1,1.347577858E1,1.349412318E1
5.868424862E0,-5.691927075E-1,-4.911268353E-1,1.346860027E1,1.348956557E1
5.870870591E0,-6.601199508E-1,-5.341976285E-1,1.348774338E1,1.351444956E1
5.873317049E0,-7.486543655E-1,-5.868397355E-1,1.344467258E1,1.347828198E1
5.875764341E0,-8.518448472E-1,-5.605186820E-1,1.341117287E1,1.344988396E1
5.878210799E0,-8.877372146E-1,-5.892325640E-1,1.336331654E1,1.340572643E1
5.880656476E0,-9.308080077E-1,-6.323033571E-1,1.330319691E1,1.335070257E1
5.883102935E0,-9.738788009E-1,-6.801598072E-1,1.322662640E1,1.327986081E1
5.885550278E0,-1.024128079E0,-7.591229677E-1,1.315723419E1,1.321884706E1
5.887996737E0,-1.074377418E0,-8.213363886E-1,1.309502125E1,1.316466717E1
5.890442414E0,-1.083948612E0,-8.476574421E-1,1.303520012E1,1.310762793E1
5.892888872E0,-1.112662554E0,-8.691928387E-1,1.292273808E1,1.299964128E1
5.895336216E0,-1.170090318E0,-9.218349457E-1,1.282702446E1,1.291322762E1
5.897782622E0,-1.198804140E0,-9.457631707E-1,1.272383404E1,1.281512981E1
5.900228299E0,-1.234696507E0,-9.457631707E-1,1.265683556E1,1.275203630E1
5.902674862E0,-1.253839016E0,-9.050851464E-1,1.264965725E1,1.274382674E1
5.905122101E0,-1.256231904E0,-8.356932998E-1,1.264487171E1,1.273457037E1
5.907568560E0,-1.244267821E0,-7.399803996E-1,1.266162109E1,1.274411323E1
5.910014237E0,-1.234696507E0,-6.514459848E-1,1.269033527E1,1.276688947E1
5.912460695E0,-1.201196909E0,-5.581258535E-1,1.278156090E1,1.285000691E1
5.914908039E0,-1.179661512E0,-4.764707983E-1,1.285334587E1,1.291615755E1
5.917354445E0,-1.138983607E0,-3.975076675E-1,1.294666576E1,1.300274780E1
5.919800174E0,-1.088734269E0,-3.113660514E-1,1.304237938E1,1.309144572E1
5.922246633E0,-1.036092162E0,-2.419741899E-1,1.313569927E1,1.317871898E1
5.924693976E0,-1.007378340E0,-1.773679852E-1,1.322901917E1,1.326850476E1
5.927140383E0,-9.834501147E-1,-1.007976532E-1,1.331785297E1,1.335449520E1
5.929586060E0,-9.667003751E-1,-9.122636169E-2,1.336570930E1,1.340093344E1
5.932032622E0,-8.997012973E-1,-5.772684515E-2,1.342552948E1,1.345576593E1
5.934479862E0,-8.395816684E-1,-7.447660714E-2,1.349970722E1,1.352599494E1
5.936926320E0,-7.845467329E-1,-8.404789865E-2,1.356431293E1,1.358724266E1
5.939371997E0,-7.797610760E-1,-1.366899908E-1,1.362174129E1,1.364472599E1
5.941818455E0,-7.893323898E-1,-2.012962103E-1,1.365524101E1,1.367951654E1
5.944265799E0,-8.108677864E-1,-2.156531364E-1,1.361934853E1,1.364517010E1
5.946712205E0,-8.276175261E-1,-2.419741899E-1,1.360020542E1,1.362751224E1
5.949157935E0,-8.132606149E-1,-2.682952285E-1,1.359302711E1,1.361997655E1
5.951604393E0,-7.989036441E-1,-2.850449979E-1,1.359781265E1,1.362424334E1
5.954051737E0,-7.606185079E-1,-3.017947674E-1,1.360738373E1,1.363196657E1
5.956498143E0,-7.558328509E-1,-3.257229924E-1,1.364806175E1,1.367285516E1
5.958943820E0,-7.438687682E-1,-3.711866140E-1,1.362174129E1,1.364708599E1
5.961390383E0,-7.486543655E-1,-3.735794425E-1,1.354277802E1,1.356859909E1
5.963837622E0,-7.749754190E-1,-3.855435550E-1,1.348295784E1,1.351071363E1
5.966284080E0,-7.965108156E-1,-3.831507266E-1,1.342552948E1,1.345459311E1
5.968729758E0,-8.347960114E-1,-3.640081584E-1,1.335374451E1,1.338476293E1
5.971176216E0,-8.901300430E-1,-3.568296731E-1,1.331516075E1,1.334965036E1
5.973623560E0,-1.002592683E0,-3.616153300E-1,1.334895897E1,1.339143993E1
5.976069966E0,-1.064806104E0,-3.400799036E-1,1.338245869E1,1.342906054E1
5.978515643E0,-1.127019525E0,-2.994019389E-1,1.339920902E1,1.344985565E1
5.980962205E0,-1.155733347E0,-2.587239444E-1,1.340160179E1,1.345383173E1
5.983409497E0,-1.189232826E0,-2.324029058E-1,1.344706535E1,1.350155000E1
5.985855903E0,-1.253839016E0,-2.467598319E-1,1.347099304E1,1.353146911E1
5.988301580E0,-1.239482164E0,-2.898306549E-1,1.350209999E1,1.356196969E1
5.990748143E0,-1.227517962E0,-3.161516786E-1,1.351645660E1,1.357576338E1
5.993195383E0,-1.210768223E0,-3.161516786E-1,1.359063435E1,1.364812271E1
5.995641841E0,-1.160519004E0,-3.305086195E-1,1.363370514E1,1.368699953E1
5.998087518E0,-1.165304661E0,-3.209373355E-1,1.367438316E1,1.372769794E1
6.000533976E0,-1.138983607E0,-2.946162820E-1,1.372702503E1,1.377734730E1
6.002981320E0,-1.136590719E0,-2.324029058E-1,1.378923893E1,1.383795360E1
6.005427726E0,-1.136590719E0,-1.845464408E-1,1.380598831E1,1.385392396E1
6.007873403E0,-1.146162033E0,-1.462612897E-1,1.382991695E1,1.387810083E1
6.010319966E0,-1.131805062E0,-8.883354068E-2,1.383709526E1,1.388359029E1
6.012767205E0,-1.124626637E0,-8.883354068E-2,1.383230972E1,1.387823723E1
6.015213664E0,-1.131805062E0,-8.165507019E-2,1.377248859E1,1.381915672E1
6.017659341E0,-1.141376376E0,-5.772684515E-2,1.370788288E1,1.375543985E1
6.020105903E0,-1.184447169E0,-1.055833027E-1,1.361217022E1,1.366401262E1
6.022553143E0,-1.225125194E0,-1.223330572E-1,1.348535061E1,1.354143929E1
6.024999601E0,-1.225125194E0,-1.103689447E-1,1.337288761E1,1.342934236E1
6.027445278E0,-1.234696507E0,-8.644071966E-2,1.325534058E1,1.331300121E1
6.029891737E0,-1.256231904E0,-8.644071966E-2,1.313569927E1,1.319591550E1
6.032339080E0,-1.270588875E0,-8.165507019E-2,1.300409412E1,1.306627444E1
6.034785487E0,-1.249053478E0,-4.576273263E-2,1.287488174E1,1.293540911E1
6.037231164E0,-1.246660590E0,-4.576273263E-2,1.272144127E1,1.278246161E1
6.039677726E0,-1.244267821E0,-1.465603895E-2,1.262812138E1,1.268928157E1
6.042124966E0,-1.234696507E0,-5.084747914E-3,1.255155087E1,1.261213425E1
6.044571424E0,-1.213161111E0,1.884347759E-2,1.245823097E1,1.251717356E1
6.047017101E0,-1.237089276E0,-2.901297435E-2,1.241276741E1,1.247429463E1
6.049463560E0,-1.318445325E0,-2.422732860E-2,1.235055447E1,1.242075202E1
6.051910903E0,-1.337587833E0,-2.662015148E-2,1.230509090E1,1.237760526E1
6.054357362E0,-1.383051515E0,-3.379862010E-2,1.227876949E1,1.235646204E1
6.056803039E0,-1.421635747E0,-2.422732860E-2,1.226202011E1,1.234417970E1
6.059249497E0,-1.438385487E0,2.093719784E-3,1.225723362E1,1.234134244E1
6.061696841E0,-1.476670623E0,5.473581702E-2,1.228594780E1,1.237449253E1
6.064143247E0,-1.483849168E0,1.124626622E-1,1.231705475E1,1.240662298E1
6.066588924E0,-1.493420482E0,1.603191197E-1,1.230030441E1,1.239167041E1
6.069035487E0,-1.481456280E0,2.033899277E-1,1.232662582E1,1.241699579E1
6.071482726E0,-1.469492197E0,2.392822653E-1,1.238166046E1,1.247085318E1
6.073929185E0,-1.443171144E0,2.656033039E-1,1.242473125E1,1.251108448E1
6.076374862E0,-1.404886007E0,2.440679073E-1,1.245823097E1,1.253956908E1
6.078821320E0,-1.397408366E0,1.962114573E-1,1.256351566E1,1.264251458E1
6.081268664E0,-1.375872970E0,1.459621787E-1,1.261615753E1,1.269179902E1
6.083715070E0,-1.399801254E0,9.092725813E-2,1.273101330E1,1.280806039E1
6.086160799E0,-1.435992718E0,5.234299600E-2,1.287009525E1,1.295006435E1
6.088607258E0,-1.507777333E0,1.645065658E-2,1.295863056E1,1.304606336E1
6.091054601E0,-1.558026671E0,-2.991028305E-4,1.305195045E1,1.314461326E1
6.093501008E0,-1.577169180E0,-2.662015148E-2,1.313569927E1,1.323007054E1
6.095946685E0,-1.596311808E0,-2.662015148E-2,1.325294685E1,1.334876475E1
6.098393247E0,-1.610668778E0,-3.140579537E-2,1.333938789E1,1.343631310E1
6.100840487E0,-1.605883121E0,-2.991028305E-4,1.343510056E1,1.353073493E1
6.103286945E0,-1.574776411E0,-7.477570791E-3,1.349492168E1,1.358649653E1
6.105732622E0,-1.558026671E0,-9.870393202E-3,1.354995632E1,1.363923975E1
6.108179080E0,-1.522134304E0,-2.991028305E-4,1.355952740E1,1.364469407E1
6.110626424E0,-1.502991676E0,-1.226321608E-2,1.356192017E1,1.364495559E1
6.113072830E0,-1.495813251E0,-5.084747914E-3,1.359302711E1,1.367508206E1
6.115518560E0,-1.483849168E0,6.879365072E-3,1.357867050E1,1.365950761E1
6.117965018E0,-1.469492197E0,3.798605874E-2,1.355713463E1,1.363659597E1
6.120412362E0,-1.450349569E0,6.909275055E-2,1.356431293E1,1.364180608E1
6.122858768E0,-1.467099428E0,7.387840003E-2,1.352842140E1,1.360793976E1
6.125304445E0,-1.471885085E0,6.909275055E-2,1.351406384E1,1.359415834E1
6.127751008E0,-1.471885085E0,6.191428751E-2,1.349013615E1,1.357033722E1
6.130198247E0,-1.457528114E0,7.627122104E-2,1.347338581E1,1.355220760E1
6.132644705E0,-1.431207061E0,1.363908947E-1,1.342552948E1,1.350228862E1
6.135090383E0,-1.316052437E0,1.938186288E-1,1.338485146E1,1.345079210E1
6.137536841E0,-1.287338614E0,2.344966233E-1,1.332981682E1,1.339388837E1
6.139984185E0,-1.268195987E0,2.919243574E-1,1.325773335E1,1.332145016E1
6.142430591E0,-1.246660590E0,3.708875179E-1,1.320509052E1,1.326899152E1
6.144876320E0,-1.215553880E0,4.259224236E-1,1.320987606E1,1.327252074E1
6.147322778E0,-1.203589797E0,4.378865361E-1,1.319791222E1,1.325991176E1
6.149770122E0,-1.237089276E0,4.235295951E-1,1.320269775E1,1.326729042E1
6.152216528E0,-1.244267821E0,4.019941986E-1,1.321466255E1,1.327919832E1
6.154662205E0,-1.256231904E0,4.043870270E-1,1.325534058E1,1.332087464E1
6.157108768E0,-1.220339537E0,4.426721931E-1,1.335853100E1,1.342145811E1
6.159556008E0,-1.191625714E0,4.331009090E-1,1.344706535E1,1.350670629E1
6.162002466E0,-1.205982566E0,3.972085714E-1,1.357627773E1,1.363552293E1
