"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.765915632E0,-8.793623000E-2,-5.988038778E-1,9.764810562E0,9.783548650E0
2.768361882E0,-8.793623000E-2,-5.892325640E-1,9.760024071E0,9.778189897E0
2.770808861E0,-9.272187948E-2,-5.892325640E-1,9.760024071E0,9.778234106E0
2.773254174E0,-1.142572835E-1,-5.820540786E-1,9.755238533E0,9.773255369E0
2.775700371E0,-1.070788130E-1,-5.988038778E-1,9.769596100E0,9.788515715E0
2.778146569E0,-1.070788130E-1,-5.724828243E-1,9.767203331E0,9.784552282E0
2.780592767E0,-1.190429255E-1,-5.892325640E-1,9.755238533E0,9.773742634E0
2.783039746E0,-1.405783296E-1,-5.796613097E-1,9.767203331E0,9.785398838E0
2.785485059E0,-1.142572835E-1,-5.724828243E-1,9.755238533E0,9.772690016E0
2.787931309E0,-1.142572835E-1,-5.892325640E-1,9.745667458E0,9.764132523E0
2.790378236E0,-1.381855011E-1,-5.796613097E-1,9.752845764E0,9.771033874E0
2.792823601E0,-1.381855011E-1,-5.485545993E-1,9.760024071E0,9.776404106E0
2.795269799E0,-1.310070455E-1,-5.820540786E-1,9.757631302E0,9.775853846E0
2.797715996E0,-1.286142170E-1,-5.629115105E-1,9.743274689E0,9.760369493E0
2.800162194E0,-1.405783296E-1,-5.557330847E-1,9.752845764E0,9.769677683E0
2.802609174E0,-1.477568001E-1,-5.557330847E-1,9.745667458E0,9.762617760E0
2.805054486E0,-1.357926875E-1,-5.461617708E-1,9.745667458E0,9.761903837E0
2.807500684E0,-1.645065546E-1,-5.557330847E-1,9.771988869E0,9.789160746E0
2.809947663E0,-1.262213886E-1,-5.365904570E-1,9.752845764E0,9.768411419E0
2.812393028E0,-1.142572835E-1,-5.413761139E-1,9.743274689E0,9.758972512E0
2.814839226E0,-1.429711580E-1,-5.461617708E-1,9.752845764E0,9.769172633E0
2.817285424E0,-1.597209126E-1,-5.437689424E-1,9.748060226E0,9.764521166E0
2.819731621E0,-1.429711580E-1,-5.270192027E-1,9.762416840E0,9.777677257E0
2.822178549E0,-1.453639716E-1,-5.174478889E-1,9.769596100E0,9.784369727E0
2.824623913E0,-1.477568001E-1,-5.222335458E-1,9.774381638E0,9.789437999E0
2.827070111E0,-1.310070455E-1,-5.413761139E-1,9.755238533E0,9.771127355E0
2.829517090E0,-1.262213886E-1,-5.341976285E-1,9.769596100E0,9.785004185E0
2.831962403E0,-1.142572835E-1,-5.461617708E-1,9.750452995E0,9.766405737E0
2.834408653E0,-1.333998591E-1,-5.054838061E-1,9.764810562E0,9.778795157E0
2.836854851E0,-1.046859920E-1,-5.485545993E-1,9.764810562E0,9.780766668E0
2.839300944E0,-1.405783296E-1,-5.294120312E-1,9.743274689E0,9.758659797E0
2.841747976E0,-1.286142170E-1,-5.389832854E-1,9.776774406E0,9.792464572E0
2.844193340E0,-1.142572835E-1,-5.246263742E-1,9.740881920E0,9.755668513E0
2.846639538E0,-1.070788130E-1,-5.126622319E-1,9.750452995E0,9.764508285E0
2.849086517E0,-1.166501045E-1,-5.485545993E-1,9.733703613E0,9.749846431E0
2.851531830E0,-1.214357466E-1,-5.222335458E-1,9.752845764E0,9.767572627E0
2.853978080E0,-1.190429255E-1,-5.461617708E-1,9.755238533E0,9.771240593E0
2.856424278E0,-1.118644550E-1,-5.270192027E-1,9.743274689E0,9.758158871E0
2.858870371E0,-1.118644550E-1,-5.341976285E-1,9.745667458E0,9.760938221E0
2.861317403E0,-8.554340899E-2,-5.365904570E-1,9.738489151E0,9.753636139E0
2.863762715E0,-1.046859920E-1,-5.581258535E-1,9.779167175E0,9.795640575E0
2.866208965E0,-9.750752151E-2,-5.533402562E-1,9.762416840E0,9.778572273E0
2.868655944E0,-9.750752151E-2,-5.533402562E-1,9.750452995E0,9.766628219E0
2.871101257E0,-1.022931710E-1,-5.557330847E-1,9.748060226E0,9.764424270E0
2.873547507E0,-1.070788130E-1,-5.341976285E-1,9.740881920E0,9.756106475E0
2.875993705E0,-9.750752151E-2,-5.198407173E-1,9.757631302E0,9.771955317E0
2.878439799E0,-7.357929647E-2,-5.365904570E-1,9.783952713E0,9.798932285E0
2.880886830E0,-9.990034252E-2,-5.509474277E-1,9.736096382E0,9.752184161E0
2.883332142E0,-9.750752151E-2,-5.509474277E-1,9.752845764E0,9.768881783E0
2.885778392E0,-9.032905847E-2,-5.485545993E-1,9.762416840E0,9.778233687E0
2.888225371E0,-7.357929647E-2,-5.461617708E-1,9.745667458E0,9.761236642E0
2.890670684E0,-8.315058798E-2,-5.437689424E-1,9.745667458E0,9.761179892E0
2.893116934E0,-9.511470050E-2,-5.557330847E-1,9.755238533E0,9.771518045E0
2.895563028E0,-1.166501045E-1,-5.676971674E-1,9.760024071E0,9.777216229E0
2.898009278E0,-9.032905847E-2,-5.581258535E-1,9.745667458E0,9.762053985E0
2.900456257E0,-9.750752151E-2,-5.581258535E-1,9.750452995E0,9.766900522E0
2.902901569E0,-9.272187948E-2,-5.485545993E-1,9.750452995E0,9.766311643E0
2.905347819E0,-9.990034252E-2,-5.581258535E-1,9.740881920E0,9.757369785E0
2.907794799E0,-1.022931710E-1,-5.581258535E-1,9.764810562E0,9.781282824E0
2.910240111E0,-1.214357466E-1,-5.700899959E-1,9.757631302E0,9.775025211E0
2.912686361E0,-1.118644550E-1,-5.700899959E-1,9.764810562E0,9.782077569E0
2.915132455E0,-1.142572835E-1,-5.653043389E-1,9.743274689E0,9.760329164E0
2.917578705E0,-9.750752151E-2,-5.533402562E-1,9.752845764E0,9.769017026E0
2.920025684E0,-1.310070455E-1,-5.533402562E-1,9.769596100E0,9.786130810E0
2.922470996E0,-1.094716340E-1,-5.700899959E-1,9.752845764E0,9.770106813E0
2.924917246E0,-1.166501045E-1,-5.700899959E-1,9.755238533E0,9.772578405E0
2.927364226E0,-1.333998591E-1,-5.820540786E-1,9.752845764E0,9.771109608E0
2.929809538E0,-1.262213886E-1,-5.844469070E-1,9.757631302E0,9.775933646E0
2.932255788E0,-1.310070455E-1,-5.820540786E-1,9.745667458E0,9.763912330E0
2.934701882E0,-1.238285750E-1,-5.844469070E-1,9.750452995E0,9.768738164E0
2.937148132E0,-1.214357466E-1,-5.820540786E-1,9.757631302E0,9.775730265E0
2.939595111E0,-1.453639716E-1,-5.653043389E-1,9.748060226E0,9.765519846E0
2.942040424E0,-1.238285750E-1,-5.700899959E-1,9.750452995E0,9.767889728E0
2.944486674E0,-1.142572835E-1,-5.676971674E-1,9.762416840E0,9.779576543E0
2.946933601E0,-1.310070455E-1,-5.653043389E-1,9.781559944E0,9.798757410E0
2.949378965E0,-1.381855011E-1,-5.724828243E-1,9.767203331E0,9.784942142E0
2.951825163E0,-1.668993831E-1,-5.700899959E-1,9.779167175E0,9.797191876E0
2.954271361E0,-1.477568001E-1,-5.676971674E-1,9.748060226E0,9.765694564E0
2.956717559E0,-1.405783296E-1,-5.581258535E-1,9.764810562E0,9.781758127E0
2.959164538E0,-1.238285750E-1,-5.581258535E-1,9.748060226E0,9.764810094E0
2.961609851E0,-1.621137410E-1,-5.605186820E-1,9.776774406E0,9.794170708E0
2.964056101E0,-1.333998591E-1,-5.772684813E-1,9.752845764E0,9.770825703E0
2.966503028E0,-1.477568001E-1,-5.629115105E-1,9.760024071E0,9.777360140E0
2.968948392E0,-1.094716340E-1,-5.724828243E-1,9.740881920E0,9.758304217E0
2.971394590E0,-1.142572835E-1,-5.653043389E-1,9.767203331E0,9.784216097E0
2.973840788E0,-1.286142170E-1,-5.533402562E-1,9.748060226E0,9.764599594E0
2.976286986E0,-1.405783296E-1,-5.748756528E-1,9.757631302E0,9.775562025E0
2.978733913E0,-1.214357466E-1,-5.557330847E-1,9.752845764E0,9.769420986E0
2.981179278E0,-1.453639716E-1,-5.676971674E-1,9.779167175E0,9.796709723E0
2.983625476E0,-1.357926875E-1,-5.533402562E-1,9.771988869E0,9.788584757E0
2.986072455E0,-1.094716340E-1,-5.605186820E-1,9.757631302E0,9.774330353E0
2.988517819E0,-1.022931710E-1,-5.700899959E-1,9.764810562E0,9.781972797E0
2.990964017E0,-1.142572835E-1,-5.533402562E-1,9.752845764E0,9.769198568E0
2.993410215E0,-1.238285750E-1,-5.413761139E-1,9.776774406E0,9.792534882E0
2.995856309E0,-1.046859920E-1,-5.461617708E-1,9.750452995E0,9.766298452E0
2.998303340E0,-1.262213886E-1,-5.413761139E-1,9.750452995E0,9.766286579E0
3.000748705E0,-1.214357466E-1,-5.533402562E-1,9.755238533E0,9.771673906E0
3.003194903E0,-1.022931710E-1,-5.485545993E-1,9.745667458E0,9.761629487E0
3.005641882E0,-1.142572835E-1,-5.485545993E-1,9.750452995E0,9.766539842E0
3.008087246E0,-1.070788130E-1,-5.389832854E-1,9.771988869E0,9.787427410E0
3.010533444E0,-1.166501045E-1,-5.461617708E-1,9.779167175E0,9.795101356E0
3.012979642E0,-1.046859920E-1,-5.485545993E-1,9.769596100E0,9.785544403E0
3.015425736E0,-1.094716340E-1,-5.318048596E-1,9.762416840E0,9.777503925E0
3.017872767E0,-1.046859920E-1,-5.509474277E-1,9.750452995E0,9.766567249E0
3.020318132E0,-9.750752151E-2,-5.533402562E-1,9.755238533E0,9.771405835E0
3.022764330E0,-9.032905847E-2,-5.413761139E-1,9.738489151E0,9.753943735E0
3.025211309E0,-1.046859920E-1,-5.246263742E-1,9.757631302E0,9.772285332E0
3.027656621E0,-1.070788130E-1,-5.413761139E-1,9.776774406E0,9.792337400E0
3.030102871E0,-9.990034252E-2,-5.485545993E-1,9.755238533E0,9.771160170E0
3.032549069E0,-1.142572835E-1,-5.389832854E-1,9.726525307E0,9.742117442E0
3.034995163E0,-1.310070455E-1,-5.389832854E-1,9.740881920E0,9.756661642E0
3.037442194E0,-8.075776696E-2,-5.318048596E-1,9.740881920E0,9.755722362E0
3.039887507E0,-9.032905847E-2,-5.365904570E-1,9.769596100E0,9.784737943E0
3.042333757E0,-6.879365444E-2,-5.222335458E-1,9.745667458E0,9.759892143E0
3.044780736E0,-9.032905847E-2,-5.461617708E-1,9.750452995E0,9.766155110E0
3.047226049E0,-1.070788130E-1,-5.533402562E-1,9.748060226E0,9.764339685E0
3.049672299E0,-8.554340899E-2,-5.581258535E-1,9.745667458E0,9.762010876E0
3.052118392E0,-9.032905847E-2,-5.365904570E-1,9.764810562E0,9.779959814E0
3.054564642E0,-1.022931710E-1,-5.318048596E-1,9.762416840E0,9.777426187E0
3.057011621E0,-9.272187948E-2,-5.461617708E-1,9.752845764E0,9.768566452E0
3.059456934E0,-8.075776696E-2,-5.509474277E-1,9.779167175E0,9.795007684E0
3.061903184E0,-1.022931710E-1,-5.437689424E-1,9.762416840E0,9.778084225E0
3.064350163E0,-8.554340899E-2,-5.653043389E-1,9.738489151E0,9.755257947E0
3.066795476E0,-8.075776696E-2,-5.581258535E-1,9.750452995E0,9.766747662E0
3.069241726E0,-8.793623000E-2,-5.676971674E-1,9.774381638E0,9.791248605E0
3.071687819E0,-1.022931710E-1,-5.844469070E-1,9.738489151E0,9.756547188E0
3.074134069E0,-1.070788130E-1,-5.605186820E-1,9.752845764E0,9.769526476E0
3.076581049E0,-1.046859920E-1,-5.653043389E-1,9.750452995E0,9.767387663E0
3.079026361E0,-1.262213886E-1,-5.605186820E-1,9.752845764E0,9.769755039E0
3.081472611E0,-1.262213886E-1,-5.772684813E-1,9.760024071E0,9.777895510E0
3.083919590E0,-1.429711580E-1,-5.820540786E-1,9.760024071E0,9.778409767E0
3.086364903E0,-1.405783296E-1,-5.940182209E-1,9.769596100E0,9.788647908E0
3.088811153E0,-1.381855011E-1,-5.796613097E-1,9.733703613E0,9.751927425E0
3.091257246E0,-1.501496136E-1,-5.892325640E-1,9.762416840E0,9.781335413E0
3.093703496E0,-1.501496136E-1,-5.868397355E-1,9.771988869E0,9.790745234E0
3.096150476E0,-1.262213886E-1,-6.083751321E-1,9.769596100E0,9.789333996E0
3.098595788E0,-1.357926875E-1,-5.916253924E-1,9.755238533E0,9.774105539E0
3.101042038E0,-1.381855011E-1,-5.844469070E-1,9.762416840E0,9.780871943E0
3.103489017E0,-1.525424421E-1,-5.916253924E-1,9.743274689E0,9.762412174E0
3.105934330E0,-1.381855011E-1,-5.916253924E-1,9.767203331E0,9.786080765E0
3.108380528E0,-1.501496136E-1,-5.748756528E-1,9.762416840E0,9.780481045E0
3.110826726E0,-1.573280841E-1,-5.868397355E-1,9.769596100E0,9.788469796E0
3.113272924E0,-1.549352705E-1,-5.724828243E-1,9.774381638E0,9.792358139E0
3.115719903E0,-1.381855011E-1,-5.653043389E-1,9.764810562E0,9.782136246E0
3.118165215E0,-1.405783296E-1,-5.605186820E-1,9.762416840E0,9.779505407E0
3.120611465E0,-1.477568001E-1,-5.748756528E-1,9.767203331E0,9.785222276E0
3.123058392E0,-1.357926875E-1,-5.700899959E-1,9.767203331E0,9.784768938E0
3.125503757E0,-1.357926875E-1,-5.629115105E-1,9.776774406E0,9.793907638E0
3.127949955E0,-1.310070455E-1,-5.437689424E-1,9.769596100E0,9.785594283E0
3.130396153E0,-1.381855011E-1,-5.485545993E-1,9.738489151E0,9.754905347E0
3.132842351E0,-1.310070455E-1,-5.629115105E-1,9.733703613E0,9.750847053E0
3.135289330E0,-1.022931710E-1,-5.485545993E-1,9.767203331E0,9.783130222E0
3.137734642E0,-1.238285750E-1,-5.485545993E-1,9.752845764E0,9.769045305E0
3.140180840E0,-1.118644550E-1,-5.437689424E-1,9.757631302E0,9.773411223E0
3.142627819E0,-1.190429255E-1,-5.605186820E-1,9.762416840E0,9.779219548E0
3.145073184E0,-1.357926875E-1,-5.485545993E-1,9.769596100E0,9.785926617E0
3.147519382E0,-1.190429255E-1,-5.581258535E-1,9.776774406E0,9.793415823E0
3.149965580E0,-9.272187948E-2,-5.557330847E-1,9.755238533E0,9.771495047E0
3.152411674E0,-1.142572835E-1,-5.557330847E-1,9.771988869E0,9.788445251E0
3.154858705E0,-9.990034252E-2,-5.605186820E-1,9.767203331E0,9.783783633E0
3.157304069E0,-1.046859920E-1,-5.557330847E-1,9.762416840E0,9.778782182E0
3.159750267E0,-1.166501045E-1,-5.724828243E-1,9.764810562E0,9.782273210E0
3.162197246E0,-1.214357466E-1,-5.724828243E-1,9.760024071E0,9.777553533E0
3.164642559E0,-1.022931710E-1,-5.700899959E-1,9.752845764E0,9.770029017E0
3.167088809E0,-1.142572835E-1,-5.724828243E-1,9.745667458E0,9.763136049E0
3.169535007E0,-1.357926875E-1,-5.676971674E-1,9.745667458E0,9.763132383E0
3.171981101E0,-1.214357466E-1,-5.676971674E-1,9.750452995E0,9.767720324E0
3.174428132E0,-1.094716340E-1,-5.509474277E-1,9.743274689E0,9.759453303E0
3.176873496E0,-1.262213886E-1,-5.700899959E-1,9.743274689E0,9.760754894E0
3.179319694E0,-1.262213886E-1,-5.796613097E-1,9.752845764E0,9.770871997E0
3.181766674E0,-1.214357466E-1,-5.796613097E-1,9.750452995E0,9.768422979E0
3.184211986E0,-1.286142170E-1,-5.413761139E-1,9.767203331E0,9.783040970E0
3.186658236E0,-1.357926875E-1,-5.461617708E-1,9.757631302E0,9.773847807E0
3.189104434E0,-1.310070455E-1,-5.485545993E-1,9.752845764E0,9.769138933E0
3.191550528E0,-1.310070455E-1,-5.629115105E-1,9.750452995E0,9.767567037E0
3.193997559E0,-1.046859920E-1,-5.581258535E-1,9.757631302E0,9.774140998E0
3.196442871E0,-9.032905847E-2,-5.533402562E-1,9.764810562E0,9.780893113E0
3.198889121E0,-9.990034252E-2,-5.389832854E-1,9.750452995E0,9.765849511E0
3.201336101E0,-7.836493850E-2,-5.318048596E-1,9.750452995E0,9.765259397E0
3.203781413E0,-1.022931710E-1,-5.174478889E-1,9.736096382E0,9.750373786E0
3.206227663E0,-9.032905847E-2,-5.437689424E-1,9.769596100E0,9.785134233E0
3.208673861E0,-7.836493850E-2,-5.318048596E-1,9.779167175E0,9.793930167E0
3.211119955E0,-9.272187948E-2,-5.270192027E-1,9.779167175E0,9.793796875E0
3.213566986E0,-8.793623000E-2,-5.246263742E-1,9.750452995E0,9.764952597E0
3.216012299E0,-8.315058798E-2,-5.222335458E-1,9.745667458E0,9.760003898E0
3.218458549E0,-7.836493850E-2,-5.198407173E-1,9.755238533E0,9.769393751E0
3.220905528E0,-9.750752151E-2,-5.174478889E-1,9.769596100E0,9.783775753E0
3.223350840E0,-6.640082598E-2,-5.246263742E-1,9.783952713E0,9.798233136E0
3.225797090E0,-8.554340899E-2,-5.222335458E-1,9.776774406E0,9.791085912E0
3.228243184E0,-9.990034252E-2,-5.270192027E-1,9.752845764E0,9.767585670E0
3.230689434E0,-9.032905847E-2,-5.246263742E-1,9.750452995E0,9.764974439E0
3.233136413E0,-1.190429255E-1,-5.246263742E-1,9.748060226E0,9.762893128E0
3.235581726E0,-1.022931710E-1,-5.341976285E-1,9.760024071E0,9.775167562E0
3.238027976E0,-1.238285750E-1,-5.318048596E-1,9.748060226E0,9.763341032E0
3.240474955E0,-1.286142170E-1,-5.437689424E-1,9.755238533E0,9.771228434E0
3.242920267E0,-1.310070455E-1,-5.413761139E-1,9.750452995E0,9.766349602E0
3.245366517E0,-1.310070455E-1,-5.485545993E-1,9.745667458E0,9.761972607E0
3.247812611E0,-1.190429255E-1,-5.557330847E-1,9.743274689E0,9.759836686E0
3.250258861E0,-1.525424421E-1,-5.557330847E-1,9.750452995E0,9.767468560E0
3.252705840E0,-1.357926875E-1,-5.653043389E-1,9.745667458E0,9.762993539E0
3.255151153E0,-1.310070455E-1,-5.796613097E-1,9.750452995E0,9.768546652E0
3.257597403E0,-1.477568001E-1,-5.581258535E-1,9.752845764E0,9.769920012E0
3.260044382E0,-1.453639716E-1,-5.700899959E-1,9.760024071E0,9.777740186E0
3.262489694E0,-1.525424421E-1,-5.748756528E-1,9.755238533E0,9.773353061E0
3.264935944E0,-1.405783296E-1,-5.772684813E-1,9.745667458E0,9.763761333E0
3.267382038E0,-1.381855011E-1,-5.581258535E-1,9.767203331E0,9.784112663E0
3.269828288E0,-1.286142170E-1,-5.748756528E-1,9.731310844E0,9.749124801E0
3.272275267E0,-1.357926875E-1,-5.868397355E-1,9.748060226E0,9.766652380E0
3.274720580E0,-1.214357466E-1,-5.748756528E-1,9.762416840E0,9.780082372E0
3.277166830E0,-1.286142170E-1,-5.772684813E-1,9.760024071E0,9.777926691E0
3.279613757E0,-1.429711580E-1,-5.820540786E-1,9.745667458E0,9.764080187E0
3.282059121E0,-1.190429255E-1,-5.820540786E-1,9.764810562E0,9.782866834E0
3.284505319E0,-1.070788130E-1,-5.748756528E-1,9.769596100E0,9.787081069E0
3.286951517E0,-1.118644550E-1,-5.844469070E-1,9.769596100E0,9.787701456E0
3.289397715E0,-1.166501045E-1,-5.557330847E-1,9.750452995E0,9.766973949E0
3.291844694E0,-1.022931710E-1,-5.676971674E-1,9.757631302E0,9.774666879E0
3.294290007E0,-8.554340899E-2,-5.605186820E-1,9.762416840E0,9.778869128E0
3.296736205E0,-9.511470050E-2,-5.748756528E-1,9.774381638E0,9.791734536E0
3.299183184E0,-9.032905847E-2,-5.533402562E-1,9.757631302E0,9.773725666E0
3.301628549E0,-1.094716340E-1,-5.868397355E-1,9.752845764E0,9.771098475E0
3.304074746E0,-8.793623000E-2,-5.724828243E-1,9.757631302E0,9.774806289E0
3.306520944E0,-9.511470050E-2,-5.676971674E-1,9.750452995E0,9.767428551E0
3.308967142E0,-1.022931710E-1,-5.557330847E-1,9.755238533E0,9.771590556E0
3.311414069E0,-1.262213886E-1,-5.485545993E-1,9.762416840E0,9.778631118E0
3.313859434E0,-1.094716340E-1,-5.581258535E-1,9.752845764E0,9.769416001E0
3.316305632E0,-1.118644550E-1,-5.461617708E-1,9.757631302E0,9.773544647E0
3.318752611E0,-1.286142170E-1,-5.748756528E-1,9.760024071E0,9.777785715E0
3.321197976E0,-1.094716340E-1,-5.724828243E-1,9.755238533E0,9.772635236E0
3.323644174E0,-1.310070455E-1,-5.940182209E-1,9.757631302E0,9.776573485E0
3.326090371E0,-1.190429255E-1,-5.748756528E-1,9.755238533E0,9.772887601E0
3.328536465E0,-1.453639716E-1,-5.629115105E-1,9.740881920E0,9.758216058E0
3.330983496E0,-1.286142170E-1,-5.748756528E-1,9.764810562E0,9.782563516E0
3.333428861E0,-1.405783296E-1,-5.772684813E-1,9.743274689E0,9.761372999E0
3.335875059E0,-1.190429255E-1,-5.868397355E-1,9.733703613E0,9.752104292E0
3.338322038E0,-1.286142170E-1,-5.868397355E-1,9.748060226E0,9.766555210E0
3.340767351E0,-1.262213886E-1,-5.700899959E-1,9.760024071E0,9.777474332E0
3.343213601E0,-1.262213886E-1,-5.629115105E-1,9.757631302E0,9.774669807E0
3.345659799E0,-1.333998591E-1,-5.748756528E-1,9.757631302E0,9.775461430E0
3.348105892E0,-1.262213886E-1,-5.629115105E-1,9.755238533E0,9.772281210E0
3.350552924E0,-1.357926875E-1,-5.629115105E-1,9.752845764E0,9.770020958E0
3.352998288E0,-1.238285750E-1,-5.748756528E-1,9.769596100E0,9.787278656E0
3.355444486E0,-1.190429255E-1,-5.461617708E-1,9.745667458E0,9.761685208E0
3.357891465E0,-1.118644550E-1,-5.653043389E-1,9.752845764E0,9.769855841E0
3.360336778E0,-1.238285750E-1,-5.485545993E-1,9.762416840E0,9.778600524E0
3.362783028E0,-1.046859920E-1,-5.461617708E-1,9.750452995E0,9.766298452E0
3.365229226E0,-1.118644550E-1,-5.365904570E-1,9.757631302E0,9.773014458E0
3.367675319E0,-1.094716340E-1,-5.270192027E-1,9.745667458E0,9.760520861E0
3.370122351E0,-9.272187948E-2,-5.341976285E-1,9.762416840E0,9.777461174E0
3.372567663E0,-1.046859920E-1,-5.150550604E-1,9.752845764E0,9.766997562E0
3.375013913E0,-1.022931710E-1,-5.246263742E-1,9.750452995E0,9.765092439E0
3.377460892E0,-9.511470050E-2,-5.318048596E-1,9.748060226E0,9.763019072E0
3.379906205E0,-9.511470050E-2,-5.198407173E-1,9.755238533E0,9.769542467E0
3.382352455E0,-7.118647546E-2,-5.246263742E-1,9.745667458E0,9.760037630E0
3.384798549E0,-8.075776696E-2,-5.198407173E-1,9.767203331E0,9.781360698E0
3.387244799E0,-9.032905847E-2,-5.485545993E-1,9.743274689E0,9.759122560E0
3.389691778E0,-1.046859920E-1,-5.413761139E-1,9.752845764E0,9.768420945E0
3.392137090E0,-9.990034252E-2,-5.461617708E-1,9.762416840E0,9.778192845E0
3.394583340E0,-9.990034252E-2,-5.365904570E-1,9.736096382E0,9.751383602E0
3.397030319E0,-9.272187948E-2,-5.389832854E-1,9.760024071E0,9.775334787E0
3.399475632E0,-1.190429255E-1,-5.413761139E-1,9.771988869E0,9.787697674E0
3.401921882E0,-1.046859920E-1,-5.629115105E-1,9.750452995E0,9.767249466E0
3.404367976E0,-1.333998591E-1,-5.485545993E-1,9.740881920E0,9.757227488E0
3.406814226E0,-1.214357466E-1,-5.605186820E-1,9.752845764E0,9.769694383E0
3.409261205E0,-1.429711580E-1,-5.772684813E-1,9.736096382E0,9.754242790E0
3.411706517E0,-1.286142170E-1,-5.533402562E-1,9.738489151E0,9.755044746E0
3.414152767E0,-1.549352705E-1,-5.533402562E-1,9.760024071E0,9.776924887E0
3.416599746E0,-1.429711580E-1,-5.605186820E-1,9.757631302E0,9.774762942E0
3.419045059E0,-1.310070455E-1,-5.892325640E-1,9.755238533E0,9.773895677E0
3.421491309E0,-1.190429255E-1,-5.916253924E-1,9.748060226E0,9.766722582E0
3.423937403E0,-1.477568001E-1,-5.748756528E-1,9.750452995E0,9.768502838E0
3.426383653E0,-1.645065546E-1,-5.772684813E-1,9.786345482E0,9.804736569E0
3.428830632E0,-1.429711580E-1,-5.892325640E-1,9.781559944E0,9.800334214E0
3.431275944E0,-1.310070455E-1,-6.083751321E-1,9.760024071E0,9.779844222E0
3.433722194E0,-1.238285750E-1,-5.796613097E-1,9.752845764E0,9.770841379E0
3.436169174E0,-1.333998591E-1,-5.700899959E-1,9.752845764E0,9.770404220E0
3.438614486E0,-1.214357466E-1,-5.748756528E-1,9.769596100E0,9.787248674E0
3.441060736E0,-1.046859920E-1,-5.700899959E-1,9.764810562E0,9.781998113E0
3.443506830E0,-1.166501045E-1,-5.676971674E-1,9.764810562E0,9.781994308E0
3.445953080E0,-1.142572835E-1,-5.629115105E-1,9.762416840E0,9.779299906E0
3.448400059E0,-1.214357466E-1,-5.700899959E-1,9.760024071E0,9.777413723E0
3.450845371E0,-1.022931710E-1,-5.461617708E-1,9.781559944E0,9.797329816E0
3.453291569E0,-1.118644550E-1,-5.557330847E-1,9.760024071E0,9.776472921E0
3.455738549E0,-1.094716340E-1,-5.605186820E-1,9.757631302E0,9.774330353E0
3.458183913E0,-1.118644550E-1,-5.653043389E-1,9.738489151E0,9.755524260E0
3.460630111E0,-1.142572835E-1,-5.557330847E-1,9.774381638E0,9.790833998E0
3.463076309E0,-9.990034252E-2,-5.365904570E-1,9.767203331E0,9.782441940E0
3.465522507E0,-1.118644550E-1,-5.389832854E-1,9.738489151E0,9.754034426E0
3.467969434E0,-9.511470050E-2,-5.318048596E-1,9.743274689E0,9.758240870E0
3.470414799E0,-9.990034252E-2,-5.533402562E-1,9.743274689E0,9.759486010E0
3.472860996E0,-1.046859920E-1,-5.533402562E-1,9.745667458E0,9.761924953E0
3.475307976E0,-1.142572835E-1,-5.365904570E-1,9.728918076E0,9.744374324E0
3.477753340E0,-9.511470050E-2,-5.485545993E-1,9.752845764E0,9.768723532E0
3.480199538E0,-1.118644550E-1,-5.581258535E-1,9.774381638E0,9.790942474E0
3.482645736E0,-1.022931710E-1,-5.413761139E-1,9.745667458E0,9.761228723E0
3.485091830E0,-1.190429255E-1,-5.485545993E-1,9.757631302E0,9.773763451E0
3.487538861E0,-1.262213886E-1,-5.676971674E-1,9.740881920E0,9.758226913E0
3.489984226E0,-1.214357466E-1,-5.676971674E-1,9.752845764E0,9.770108864E0
3.492430424E0,-1.214357466E-1,-5.653043389E-1,9.769596100E0,9.786691146E0
3.494877403E0,-1.405783296E-1,-5.676971674E-1,9.745667458E0,9.763200118E0
3.497322767E0,-1.214357466E-1,-5.605186820E-1,9.738489151E0,9.755362565E0
3.499768965E0,-1.190429255E-1,-5.772684813E-1,9.752845764E0,9.770640236E0
3.502215163E0,-1.214357466E-1,-5.724828243E-1,9.771988869E0,9.789496906E0
3.504661257E0,-1.190429255E-1,-5.653043389E-1,9.748060226E0,9.765163511E0
3.507108288E0,-1.238285750E-1,-5.724828243E-1,9.769596100E0,9.787138400E0
3.509553653E0,-1.429711580E-1,-5.748756528E-1,9.762416840E0,9.780373475E0
3.511999851E0,-1.118644550E-1,-5.605186820E-1,9.767203331E0,9.783913111E0
3.514446830E0,-1.070788130E-1,-5.485545993E-1,9.764810562E0,9.780792572E0
3.516892142E0,-1.094716340E-1,-5.629115105E-1,9.767203331E0,9.784023422E0
3.519338392E0,-1.262213886E-1,-5.557330847E-1,9.779167175E0,9.795758355E0
3.521784590E0,-1.022931710E-1,-5.581258535E-1,9.771988869E0,9.788449050E0
3.524230684E0,-1.046859920E-1,-5.605186820E-1,9.752845764E0,9.769500542E0
3.526677715E0,-8.315058798E-2,-5.485545993E-1,9.740881920E0,9.756669859E0
3.529123028E0,-1.214357466E-1,-5.653043389E-1,9.745667458E0,9.762804404E0
3.531569278E0,-1.022931710E-1,-5.557330847E-1,9.757631302E0,9.773979322E0
3.534016257E0,-9.990034252E-2,-5.485545993E-1,9.762416840E0,9.778326788E0
3.536461569E0,-8.793623000E-2,-5.533402562E-1,9.755238533E0,9.771315012E0
